p,r,f,acc
0.6938596491228071,0.6911764705882353,0.6901041666666667,0.6911764705882353
0.6617647058823529,0.6617647058823529,0.6617647058823529,0.6617647058823529
0.6785446361590397,0.6544117647058824,0.6423255553690337,0.6544117647058824
0.7657152565409446,0.6691176470588236,0.6360392506690455,0.6691176470588235
0.7189651343548745,0.713235294117647,0.7113469387755103,0.7132352941176471
